,action_date_fiscal_year,base_and_exercised_options_value,federal_action_obligation,base_and_all_options_value,action_date,recipient_duns,recipient_name
400,2009,54378.0,54378.0,54378.0,2009-04-06,093544323,NTT AMERICA INCORPORATED
401,2009,2704.5,2704.5,2704.5,2009-08-21,017631941,"VISION TECHNOLOGIES, INC."
402,2009,38575.13,38575.13,38575.13,2009-09-30,098692374,IMMIXTECHNOLOGY INC
403,2009,15700.0,15700.0,15700.0,2008-12-23,619648199,"MOODY'S ANALYTICS, INC"
404,2009,91270.0,91270.0,91270.0,2009-06-09,831063904,LORAL FEDERAL SYSTEMS COMPANY
405,2009,146223.01,146223.01,0.0,2009-09-25,098692374,IMMIXTECHNOLOGY INC
406,2009,287525.7,287525.7,287525.7,2009-08-14,116207978,"APPTIS, INC."
407,2009,500000.0,500000.0,500000.0,2009-09-29,077817617,"ELECTRONIC DATA SYSTEMS, LLC"
408,2009,1566135.0,1566135.0,8496336.62,2009-07-09,053506809,COMPUTER SCIENCES CORPORATION (3126)
409,2009,62037.36,62037.36,62037.36,2009-03-26,159917780,"SABA SOFTWARE, INC."
410,2009,18020.05,18020.05,18020.05,2009-08-07,790470749,"AVAYA FEDERAL SOLUTIONS, INC."
411,2009,8171.01,8171.01,8171.01,2009-09-10,615378007,FCN INCORPORATED
412,2009,973965.0,973965.0,973965.0,2009-02-02,150780674,UNISYS CORPORATION
413,2009,397664.0,397664.0,397664.0,2009-09-30,004649125,BAE SYSTEMS INFORMATION TECHNOLOGY INC.
414,2009,146577.6,146577.6,146577.6,2009-05-19,165636205,"EMAGINE IT, INC."
415,2009,27116.8,27116.8,27116.8,2009-04-14,017631941,"VISION TECHNOLOGIES, INC."
416,2009,253328.01,253328.01,380000.0,2009-09-01,127222466,CHEVO CONSULTING LIMITED LIABILITY COMPANY
417,2009,129580.0,129580.0,129580.0,2009-09-03,621642623,"CPS PROFESSIONAL SERVICES, LLC"
418,2009,1135.0,1135.0,1135.0,2009-08-24,155143050,FOX RIVER GRAPHICS
419,2009,27977.12,27977.12,27977.12,2009-08-27,831063904,LORAL FEDERAL SYSTEMS COMPANY
420,2009,791662.7,791662.7,0.0,2009-04-24,019121586,DELOITTE CONSULTING L.P.
421,2009,538686.3,538686.3,538686.3,2009-01-29,083864038,NORTHROP GRUMMAN SPACE AND MISSION SYSTEMS CORPORATION
422,2009,21383.65,21383.65,0.0,2009-08-04,151770955,NORTEL GOVERNMENT SOLUTIONS INCORPORATED
423,2009,48254.33,48254.33,48254.33,2009-07-27,831063904,LORAL FEDERAL SYSTEMS COMPANY
424,2009,4838.2,4838.2,4838.2,2009-09-04,835705906,GEONORTH LLC
425,2009,235456.0,235456.0,235456.0,2009-04-01,802314120,ONPOINT CONSULTING INCORPORATED
426,2009,139990.41,139990.41,139990.41,2008-12-11,805258373,"LOCKHEED MARTIN SERVICES, INC"
427,2009,44465.45,44465.45,44465.45,2009-09-30,176519718,PAISLEY CONSULTING INCORPORATED
428,2009,107995.0,107995.0,107995.0,2009-09-21,150780674,UNISYS CORPORATION
429,2009,598767.0,598767.0,598767.0,2009-01-23,150780674,UNISYS CORPORATION
430,2009,393023.23,393023.23,393023.23,2009-09-29,071215037,NIKSOFT SYSTEMS CORPORATION
431,2009,295508.1,295508.1,295508.1,2009-07-14,942408766,M A FEDERAL INCORPORATED (2233)
432,2009,342000.0,342000.0,342000.0,2009-06-10,116207978,"APPTIS, INC."
433,2009,93168.1,93168.1,93168.1,2009-09-29,361150469,"AINS, INC"
434,2009,15877.48,15877.48,15877.48,2008-10-16,040760006,"MICRO FOCUS (US), INC."
435,2009,2000000.0,2000000.0,2000000.0,2009-02-27,114394778,MANAGEMENT SYSTEMS DESIGNERS INCORPORATED
436,2009,35814.0,35814.0,71628.0,2009-08-14,201077430,CUSTOMER EXPRESSIONS CORP.
437,2009,254947.3,254947.3,0.0,2009-04-24,019121586,DELOITTE CONSULTING L.P.
438,2009,45616.84,45616.84,45616.84,2009-07-14,786468199,"DLT SOLUTIONS, INC."
439,2009,33871.44,33871.44,33871.44,2009-08-27,098692374,IMMIXTECHNOLOGY INC
440,2009,234009.4,234009.4,0.0,2009-04-24,019121586,DELOITTE CONSULTING L.P.
441,2009,108845.62,108845.62,108845.62,2009-03-13,942408766,M A FEDERAL INCORPORATED (2233)
442,2009,109695.0,109695.0,109695.0,2009-02-24,116207978,"APPTIS, INC."
443,2009,925834.0,925834.0,2875839.2,2009-09-15,127222466,CHEVO CONSULTING LIMITED LIABILITY COMPANY
444,2009,32223.06,32223.06,32223.06,2009-07-15,831063904,LORAL FEDERAL SYSTEMS COMPANY
445,2009,2700.0,2700.0,2700.0,2008-12-11,116207978,"APPTIS, INC."
446,2009,14966.18,14966.18,14966.18,2009-09-11,831063904,LORAL FEDERAL SYSTEMS COMPANY
447,2009,1426.92,1426.92,1426.92,2009-03-17,127327877,"KADIX SYSTEMS, LLC"
448,2009,205298.4,205298.4,205298.4,2009-09-30,877145391,TOTAL RESOURCE MANAGEMENT INC
449,2009,47252.38,47252.38,47252.38,2009-05-20,805258373,"LOCKHEED MARTIN SERVICES, INC"
450,2009,1108694.4,1108694.4,1108694.4,2009-08-14,045828282,BAE SYSTEMS INFORMATION TECHNOLOGY INCORPORATED
451,2010,39462.08,39462.08,39462.08,2010-09-07,612719344,COACT INC
452,2010,161010.96,0.0,161010.96,2010-07-14,165636205,"EMAGINE IT, INC."
453,2010,10612.92,10612.92,10612.92,2010-06-23,966453771,ABSI CORPORATION
454,2010,56374.38,56374.38,56374.38,2010-07-28,612719344,COACT INC
455,2010,225652.39,225652.39,225652.39,2010-09-30,004649125,BAE SYSTEMS INFORMATION TECHNOLOGY INC.
456,2010,0.0,0.0,0.0,2010-05-07,139727148,"ACCENTURE NATIONAL SECURITY SERVICES, LLC"
457,2010,200683.34,200683.34,200683.34,2010-01-27,612719344,COACT INC
458,2010,6000.0,6000.0,24000.0,2010-09-30,785535253,"CAVALIER COMMUNICATIONS, INCORPORATED"
459,2010,111370.0,111370.0,111370.0,2010-09-02,933549230,"FUTURENET GROUP, INC."
460,2010,59225.0,59225.0,340588.0,2010-01-29,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION
461,2010,144625.0,144625.0,175500.0,2010-02-17,837340736,RKC ENTERPRISES INC
462,2010,9071.0,0.0,9071.0,2010-08-12,017631941,"VISION TECHNOLOGIES, INC."
463,2010,33606.0,33606.0,33606.0,2010-06-17,185767936,"STERLING COMMERCE (AMERICA), INC."
464,2010,12264.04,12264.04,12264.04,2010-01-11,004649125,BAE SYSTEMS INFORMATION TECHNOLOGY INC.
465,2010,782004.0,782004.0,782004.0,2010-08-20,150780674,UNISYS CORPORATION
